subject,order,response,item,uttrID,stimulus,context,error,error_uPOS,error_class,repair,repair_uPOS,repair_class,subs_position,target,group,condition,confidence,RT,correction_category,corrected_target,target_correction_category,target_correction,only_substitution
e393532064cc928d609ee45e2fa6fa50,16,A: But um so I'm kind of glad we have a longer class on Tuesday now that I can just kill two nights and uh get a reasonable amount of workout in,53,29166,A: But um so I'm kind of glad they have a longer class on Tuesday now that I can just kill two nights and uh get a reasonable amount of workout in,A: Of course I feel like once I've done it if I'm sweaty I might as well do an extra thirty minutes because you've already kind of shot your night <br> B: Right ,Tuesday,PROPN,OPEN,Thursday,PROPN,OPEN,14,A: But um so I'm kind of glad they have a longer class on Thursday now that I can just kill two nights and uh get a reasonable amount of workout in,3,error,40,295,corrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,32,B: And you know if I know that they're going to be there you know they try to really watch it and like you say you know really dress up,247,106044,B: And you know if I know that they're goingto be there you know you try to really watch it and like you say you know really dress up,B: I know you know where I am we work a lot with the customers <br> and we have a lot of government folks come in all the time,you,PRON,CLOSED,I,PRON,CLOSED,14,B: And you know if I know that they're goingto be there you know I try to really watch it and like you say you know really dress up,3,error,70,480,uncorrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,66,A: I've even gone so far as to put that,651,10463,A: I've even gone so far as to put that,B: Because I have my own <br> A: Now the part about where you said the apartment complex puts up signs that says no soliciting,,,,,,,,A: I've even gone so far as to put that,3,fluent,57,799,uncorrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,42,B: it can be fun if you have the time,366,20889,B: it can be fun I you have the time,A: I don't know <br> not one of my favorite hobbies,I,PRON,CLOSED,if,ADP,CLOSED,5,B: it can be fun if you have the time,3,error,83,311,corrected,TRUE,corrected2target,if,TRUE
e393532064cc928d609ee45e2fa6fa50,76,A: Um actually haven't been to the movies um,771,7047,A: Um actually have been to the movies um,A: Well I guess I will have to see it then <br> B: What have you seen lately,,,,,,,,A: Um actually have been to the movies um,3,fluent,15,239,corrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,23,A: Uh do you have any handicraft type things I think was the question,138,104621,A: Uh do you have any handicraft type things I think was the question,B: I'm not quite that bad <br> I'm just a weekend cyclist,have,VERB,OPEN,do,VERB,OPEN,4,A: Uh do you do any handicraft type things I think was the question,3,error,65,213,uncorrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,62,A: And that's okay on weekends,603,42148,A: And that's okay for weekend,B: This is nothing like cats <br> A: You can walk a dog,,,,,,,,A: And that's okay for weekend,3,fluent,65,1637,corrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,96,B: And uh we all look forward to it,1011,31099,B: And uh we all look forward to it,B: Now we do have to work you know the day <br> but we do get many days off,,,,,,,,B: And uh we all look forward to it,3,fluent,62,300,uncorrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,43,A: Never sho- any anything that I ever wanted,378,38339,A: Never sho- any anything that I ever wanted,A: Uh but other than that I just didn't have time to go to the movies you know <br> B: Yeah ,any,DET,CLOSED,anyway,ADV,OPEN,3,A: Never sho- anyway anything that I ever wanted,3,error,11,347,uncorrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,20,B: I mean just because their kids had the ability and the drive to go and get an education they didn't send him to a public school you know,102,13450,B: I mean just because their kids had the ability and the drive to do and get an education they didn't send him to a public school you know,A: Yeah <br> B: People were sending ,do,VERB,OPEN,try,VERB,OPEN,14,B: I mean just because their kids had the ability and the drive to try and get an education they didn't send him to a public school you know,3,error,72,307,corrected,TRUE,corrected2alt,go,TRUE
e393532064cc928d609ee45e2fa6fa50,85,A: I made some afghans and that kind of stuff,879,45872,A: I made some afghans and that kind of stuff,A: And that's what I find in making the dolls and things that it gives me something that I can create <br> and I like to crochet and knit,,,,,,,,A: I made some afghans and that kind of stuff,3,fluent,73,184,uncorrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,84,B: And when I got up there the car,867,94642,B: And when I got up there the car,B: And oh I took my car up there to their house <br> and um I guess I had a crack in the block,,,,,,,,B: And when I got up there the car,3,fluent,69,630,uncorrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,67,A: But I really think that uh the educational establishment has become part of the problem,663,55741,A: But I really think that uh the educational establishment has become part of the problem,A: And I'm really sad to say this <br> I never thought I would have,,,,,,,,A: But I really think that uh the educational establishment has become part of the problem,3,fluent,66,559,uncorrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,53,B: I mean when our children were younger when they were like four years old three years old five years old we just had Sesame Street,496,103451,B: I mean when we children were younger when they were like four years old three years old five years old we just had Sesame Street,B: Right <br> it's just uh like a necessary evil,we,PRON,CLOSED,our,PRON,CLOSED,4,B: I mean when our children were younger when they were like four years old three years old five years old we just had Sesame Street,3,error,82,1222,corrected,TRUE,corrected2target,our,TRUE
e393532064cc928d609ee45e2fa6fa50,89,B: And it was trying to rain which seems strange to have it rain in July,927,17192,B: And it was trying to rain which seems strange to have it raining in July,B: And it just tried to rain <br> I mean I was coming in from my car just a few minutes ago,,,,,,,,B: And it was trying to rain which seems strange to have it raining in July,3,fluent,75,739,corrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,46,A: and it'll be passed on to them when they get married and leave,414,61329,A: and they will be passed on to them when they get married and leave,A: But it was uh and it was and you know it was fun <br> but that's a tradition,they,PRON,CLOSED,those,DET,CLOSED,2,A: and those will be passed on to them when they get married and leave,3,error,75,708,uncorrected,FALSE,n/a,n/a,TRUE
e393532064cc928d609ee45e2fa6fa50,59,B: And basically his answer was oh I gave him permission to miss,567,30218,B: And basically he answer was oh I gave him permission to miss,B: My kid's a great kid and all this <br> The kid had missed all these classes,he,PRON,CLOSED,his,PRON,CLOSED,3,B: And basically his answer was oh I gave him permission to miss,3,error,74,200,corrected,TRUE,corrected2target,his,TRUE
ac665275b44dd03a38f303f07dba6bcc,55,A: And then the boys are old enough now,520,89730,A: And then the boys are old enough now,A: But we have just found it just real enjoyable to be alone up in the mountains <br> B: Well that's good ,the,DET,CLOSED,our,PRON,CLOSED,3,A: And then our boys are old enough now,3,error,99,376,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,54,B: I do not think they are going to because they do think that their listens to their vote,508,3417,B: I do not think they are going to because they do think that their listens to their vote,A: A-a-and we have to make it as easy as possible for him to get to the polls <br> B: I don't care how easy it is for them ,their,PRON,CLOSED,anybody,NOUN,OPEN,12,B: I do not think they are going to because they do anybody that their listens to their vote,3,error,99,121,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,29,A: But uh we've been here sixteen years,211,33497,A: But uh we've been here sixteen years,A: And I think <br> uh you know fortunately the sirens and everything we hear are over on Spring Creek,been,VERB,OPEN,lived,VERB,OPEN,4,A: But uh we've lived here sixteen years,3,error,99,326,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,20,B: I mean just because their kids had the ability and the drive to do and get an education they didn't send him to a public school you know,102,13450,B: I mean just because their kids had the ability and the drive to do and get an education they didn't send him to a public school you know,A: Yeah <br> B: People were sending ,do,VERB,OPEN,try,VERB,OPEN,14,B: I mean just because their kids had the ability and the drive to try and get an education they didn't send him to a public school you know,3,error,99,317,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,17,A: And you know so far as return investment that's nothing,65,98509,A: And you know so far as return investment that's nothing,A: Yeah you know <br> when I see that money taken out of my paycheck each each or each every other week I I really think that money's history,so,ADV,OPEN,as,ADV,OPEN,4,A: And you know as far as return investment that's nothing,3,error,99,352,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,78,B: I guess I just wanted more news,795,33260,B: I guess I just wanted more news,B: Um I don't know <br> I guess uh I don't even know why I watched,,,,,,,,B: I guess I just wanted more news,3,fluent,99,340,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,26,B: Or are you go directly from high school into college,174,55798,B: Or are you go directly from high school into college,B: Uh well have you pay a lot of in ta- <br> have you been out working and then gone back to school,are,VERB,OPEN,did,VERB,OPEN,2,B: Or did you go directly from high school into college,3,error,98,355,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,95,A: But we seem to be lacking the ability to take a stance,999,3041,A: But we seem to be lacking the ability to take a stance,A: And we're going to have uh antisupporters I guess for lack of better term <br> and uh like you said they're such small countries that we're bound to upset somebody,,,,,,,,A: But we seem to be lacking the ability to take a stance,3,fluent,99,290,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,28,A: I've read some things about him that he was too good himself,198,44797,A: I've read some things about him that he was too good himself,B: Yeah <br> A: But uh even that priest that was in control there for a while that they overthrew uh ,was,VERB,OPEN,wasn't,VERB,OPEN,9,A: I've read some things about him that he wasn't too good himself,3,error,99,351,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,30,A: As you know anything that involves the government is half as well as it's supposed to costs three times as much,223,41586,A: As you know anything that involves the government is half as well as it's supposed to costs three times as much,A: Well <br> B: Huh ,is,VERB,OPEN,works,VERB,OPEN,9,A: As you know anything that involves the government works half as well as it's supposed to costs three times as much,3,error,99,510,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,63,B: And they decided that didn't work,615,12759,B: And they decided that didn't work,B: And they divided them up between three counselors <br> but for a good while every year they'd have a different counselor,,,,,,,,B: And they decided that didn't work,3,fluent,89,265,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,51,B: A lot of the family you know they fear me working like that and under some of those conditions,474,59407,B: A lot of the family you know they fear me working like that and under some of those conditions,A: Uh-huh <br> B: Uh uh I ,the,DET,CLOSED,my,PRON,CLOSED,4,B: A lot of my family you know they fear me working like that and under some of those conditions,3,error,99,290,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,21,A: But you know part of my feeling is that if you solve them to work through their problems while they're littler then they won't have as many problems up there,114,12750,A: But you know part of my feeling is that if you solve them to work through their problems while they're littler then they won't have as many problems up there,A: And I was talking to somebody that teaches in a middle school <br> and they said oh we need more in the middle school because that's when kids are you know at a tougher and rougher age and all that,solve,VERB,OPEN,help,VERB,OPEN,12,A: But you know part of my feeling is that if you help them to work through their problems while they're littler then they won't have as many problems up there,3,error,99,290,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,13,B: I mean I don't think anybody could ever beat that,16,100915,B: I mean I don't think anybody could ever beat that,B: You're right about that <br> but that's really like an all time classic,anybody,NOUN,OPEN,anything,NOUN,OPEN,6,B: I mean I don't think anything could ever beat that,3,error,99,291,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,14,B: But it turned out so much better like that. Because everybody knew ahead of time how many people to expect,29,67317,B: But it turned out so much better like that. Because everybody knew ahead of time how many people to expect,A: Yeah <br> Yeah,everybody,NOUN,OPEN,they,PRON,CLOSED,11,B: But it turned out so much better like that. Because they knew ahead of time how many people to expect,3,error,99,280,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,24,B: It's so much easy you know if something's on sale if you're a woman and you're a sale person,150,104427,B: It's so much easy you know if something's on sale if you're a woman and you're a sale person,B: But I found out a credit card was one of them. You know <br> A: Uh ,easy,ADJ,OPEN,easier,ADJ,OPEN,4,B: It's so much easier you know if something's on sale if you're a woman and you're a sale person,3,error,93,267,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,73,A: And then where do you meet,735,101798,A: And then where do you meet,B: And they come as far away from California <br> and there's usually oh between a hundred and fifty and two hundred and fifty people,,,,,,,,A: And then where do you meet,3,fluent,99,304,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,27,B: And sometimes if you get a little soreness you feel like Well I've done a good job because I got myself to that point,186,69860,B: And sometimes if you get a little soreness you feel like Well I've done a good job because I got myself to that point,B: That's right <br> Yeah,got,VERB,OPEN,worked,VERB,OPEN,20,B: And sometimes if you get a little soreness you feel like Well I've done a good job because I worked myself to that point,3,error,99,281,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,74,A: So I guess that's an alternative,747,21427,A: So I guess that's an alternative,A: So that worked out pretty well <br> She never had to worry about taking anybody to child care because there was always somebody there older to deal with them,,,,,,,,A: So I guess that's an alternative,3,fluent,99,279,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,75,B: And then um some other credit cards like store credit cards you know I do have them up there a little bit,759,51427,B: And then um some other credit cards like store credit cards you know I do have them up there a little bit,B: Like my American Express I use for you know gas things like that <br> And I pay that off monthly,,,,,,,,B: And then um some other credit cards like store credit cards you know I do have them up there a little bit,3,fluent,99,253,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,25,A: Well what happens is that if people start becoming chronic illness and things like that,162,90603,A: Well what happens is that if people start becoming chronic illness and things like that,A: And what is happening is that they're on a policy where they have X amount of users in it okay <br> So they get a specific rate,becoming,VERB,OPEN,having,VERB,OPEN,9,A: Well what happens is that if people start having chronic illness and things like that,3,error,96,258,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,64,A: I can see where it could become a problem,627,64633,A: I can see where it could become a problem,A: If someone was out to get you I think that a company or a boss could use this <br> You know they could keep on doing this to you or something I guess,,,,,,,,A: I can see where it could become a problem,3,fluent,93,243,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,42,B: it can be fun I you have the time,366,20889,B: it can be fun I you have the time,A: I don't know <br> not one of my favorite hobbies,I,PRON,CLOSED,if,ADP,CLOSED,5,B: it can be fun if you have the time,3,error,97,278,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,22,A: I don't see why it makes a big difference the because you know officially they don't do any operations within the United States other than administrative,126,27823,A: I don't see why it makes a big difference the because you know officially they don't do any operations within the United States other than administrative,B: But I think there's <br> A: Well I mean ,do,VERB,OPEN,have,VERB,OPEN,17,A: I don't see why it makes a big difference the because you know officially they don't have any operations within the United States other than administrative,3,error,98,242,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,44,B: and so I doesn't remember anything,390,36785,B: and so I doesn't remember anything,B: So I'd <br> I have my ninety-three year old mother living with us,I,PRON,CLOSED,she,PRON,CLOSED,3,B: and so she doesn't remember anything,3,error,90,253,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,32,B: And you know if I know that they're goingto be there you know you try to really watch it and like you say you know really dress up,247,106044,B: And you know if I know that they're goingto be there you know you try to really watch it and like you say you know really dress up,B: I know you know where I am we work a lot with the customers <br> and we have a lot of government folks come in all the time,you,PRON,CLOSED,I,PRON,CLOSED,14,B: And you know if I know that they're goingto be there you know I try to really watch it and like you say you know really dress up,3,error,81,256,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,18,A: And I'm just trying to determine you know how you address you know Rodney getting the hell beat out of him against you know forty deaths,77,25227,A: And I'm just trying to determine you know how you address you know Rodney getting the hell beat out of him against you know forty deaths,B: Yeah <br> really ridiculous,address,VERB,OPEN,weigh,VERB,OPEN,11,A: And I'm just trying to determine you know how you weigh you know Rodney getting the hell beat out of him against you know forty deaths,3,error,99,86,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,15,B: Uh dictator are real efficient,41,85013,B: Uh dictator are real efficient,B: I think it's just difficult for men uh to accept women equally <br> even if they want to they are more comfortable when somebody is the boss,dictator,NOUN,OPEN,dictatorships,NOUN,OPEN,2,B: Uh dictatorships are real efficient,3,error,80,243,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,72,A: It's just some ungodly number just to support the military machine,723,81756,A: It's just some ungodly number just to support the military machine,A: I don't know what the percentages <br> but I heard it one time,,,,,,,,A: It's just some ungodly number just to support the military machine,3,fluent,99,1577,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,61,B: I have a personal computer at home,591,20242,B: I have a personal computer at home,B: You've got something going all the time <br> So do you have,,,,,,,,B: I have a personal computer at home,3,fluent,47,145,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,31,B: And so they're more apt to vote in you know more aid to people,235,75822,B: And so they're more apt to vote in you know more aid to people,B: They want less government involvement in society <br> A: Uh-huh ,more,ADV,OPEN,less,ADV,OPEN,4,B: And so they're less apt to vote in you know more aid to people,3,error,97,271,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,53,B: I mean when we children were younger when they were like four years old three years old five years old we just had Sesame Street,496,103451,B: I mean when we children were younger when they were like four years old three years old five years old we just had Sesame Street,B: Right <br> it's just uh like a necessary evil,we,PRON,CLOSED,our,PRON,CLOSED,4,B: I mean when our children were younger when they were like four years old three years old five years old we just had Sesame Street,3,error,95,254,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,65,A: I just do not ca-,639,75533,A: I just do not ca-,B: Well what kind of music do you not like <br> A: Well like I say the acid rock,,,,,,,,A: I just do not ca-,3,fluent,99,344,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,81,A: And I would hope that I would be able to give that to my kids,831,76155,A: And I would hope that I would be able to give that to my kids,A: And that was nice <br>  and I liked that,,,,,,,,A: And I would hope that I would be able to give that to my kids,3,fluent,82,281,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,41,A: I wouldnot want her to be into a large day care situation so young Because I think a little infant just doesnot get the stimulation they need,354,103860,A: I wouldnot want her to be into a large day care situation so young Because I think a little infant just doesnot get the stimulation they need,B: Uh-huh <br> Uh-huh,into,ADP,CLOSED,in,ADP,CLOSED,7,A: I wouldnot want her to be in a large day care situation so young Because I think a little infant just doesnot get the stimulation they need,3,error,99,306,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,19,B: Now if you just lose one election,89,82669,B: Now if you just lose one election,A: I've just lost a train of thought that I had <br> But they have been little more effective in Oklahoma with having this program that you vote or you lose it,lose,VERB,OPEN,skip,VERB,OPEN,5,B: Now if you just skip one election,3,error,99,305,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,16,A: But um so I'm kind of glad they have a longer class on Tuesday now that I can just kill two nights and uh get a reasonable amount of workout in,53,29166,A: But um so I'm kind of glad they have a longer class on Tuesday now that I can just kill two nights and uh get a reasonable amount of workout in,A: Of course I feel like once I've done it if I'm sweaty I might as well do an extra thirty minutes because you've already kind of shot your night <br> B: Right ,Tuesday,PROPN,OPEN,Thursday,PROPN,OPEN,14,A: But um so I'm kind of glad they have a longer class on Thursday now that I can just kill two nights and uh get a reasonable amount of workout in,3,error,99,75,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,37,B: I know of one that we use uh has uh recycling for the bags,307,40881,B: I know of one that we use uh has uh recycling for the bags,A: Now do the grocery stores in Houston have recycling for their paper bags and plastic bags <br> B: We have ,of,ADP,CLOSED,the,DET,CLOSED,3,B: I know the one that we use uh has uh recycling for the bags,3,error,99,280,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,36,A: and he were his slave,295,95977,A: and he were his slave,A: Uh in the old days you know and say round about times of battle of Hastings you know and the villages if you were a transgressor they either you know drove you out in the woods <br> or you became a ward of somebody,he,PRON,CLOSED,you,PRON,CLOSED,2,A: and you were his slave,3,error,99,281,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,66,A: I've even gone so far as to put that,651,10463,A: I've even gone so far as to put that,B: Because I have my own <br> A: Now the part about where you said the apartment complex puts up signs that says no soliciting,,,,,,,,A: I've even gone so far as to put that,3,fluent,99,411,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,97,B: And it helps the grass come back,1023,59422,B: And it helps the grass come back,B: Then you'll go the opposite way <br> instead of going lengthways you go width,,,,,,,,B: And it helps the grass come back,3,fluent,95,291,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,43,A: Never sho- any anything that I ever wanted,378,38339,A: Never sho- any anything that I ever wanted,A: Uh but other than that I just didn't have time to go to the movies you know <br> B: Yeah ,any,DET,CLOSED,anyway,ADV,OPEN,3,A: Never sho- anyway anything that I ever wanted,3,error,99,278,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,59,B: And basically he answer was oh I gave him permission to miss,567,30218,B: And basically he answer was oh I gave him permission to miss,B: My kid's a great kid and all this <br> The kid had missed all these classes,he,PRON,CLOSED,his,PRON,CLOSED,3,B: And basically his answer was oh I gave him permission to miss,3,error,99,85,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,49,A: so that way he could kind of control in,450,79138,A: so that way he could kind of control in,A: And it's a brick house <br> and price-wise it was great because he did it all himself you know,he,PRON,CLOSED,we,PRON,CLOSED,4,A: so that way we could kind of control in,3,error,86,232,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,86,B: I watch it everyday religiously I,891,71170,B: I watch it everyday religiously I,A: And I'm gone a lot <br> so I don't get to watch,,,,,,,,B: I watch it everyday religiously I,3,fluent,99,317,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,91,B: So I don't repeat an outfit,951,6605,B: So I don't repeat an outfit,B: Actually I plan them a month in advance <br> I usually do a month at a time,,,,,,,,B: So I don't repeat an outfit,3,fluent,86,242,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,12,B: So until I see the entire quote old guard of the Soviet military completely roll over and disappear preferably buried I still consider them a threat,3,15440,B: So until I see the entire quote old guard of the Soviet military completely roll over and disappear preferably buried I still consider them a threat,B: When they graduate from there they can pull terrorist actions anywhere in the free world <br> And they are very very good at what they do,military,NOUN,OPEN,government,NOUN,OPEN,13,B: So until I see the entire quote old guard of the Soviet government completely roll over and disappear preferably buried I still consider them a threat,3,error,97,267,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,70,A: And we have a little Halloween talent show tonight,699,105080,A: And we have a little Halloween talent show tonight,A: Well I'm mother of four <br> so basically I'm just real busy with my kids right now in sports,,,,,,,,A: And we have a little Halloween talent show tonight,3,fluent,97,267,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,56,A: So it makes a lot of difference to me,531,7219,A: So it makes a lot of difference to me,B: If you play regular I think it makes a big difference <br> A: You bet ,it,PRON,CLOSED,that,DET,CLOSED,2,A: So that makes a lot of difference to me,3,error,87,84,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,47,A: We are about to hit it in ten minutes,427,10880,A: We are about to hit it in ten minutes,B: Ooh <br> A: I know ,ten,CD,CLOSED,few,ADJ,OPEN,7,A: We are about to hit it few ten minutes,3,error,92,269,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,52,A: Because it first you'd hear a lot of noise especially at night you know when you go to bed,486,39431,A: Because it first you'd hear a lot of noise especially at night you know when you go to bed,A: I live right on a main thoroughfare <br> so when I first moved here I probably did consider that an invasion of privacy,it,PRON,CLOSED,at,ADP,CLOSED,2,A: Because at first you'd hear a lot of noise especially at night you know when you go to bed,3,error,90,267,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,71,A: So that's their activity thing. To go out there and crush,711,17151,A: So that's their activity thing. To go out there and crush,A: And then they dump the bag out <br> and then they crush them,,,,,,,,A: So that's their activity thing. To go out there and crush,3,fluent,91,268,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,92,B: Like my American Express I use for you know gas things like that,963,51425,B: Like my American Express I use for you know gas things like that,B: Well actually I do have quite a few more credit cards than you have <br> Um and I use them you know,,,,,,,,B: Like my American Express I use for you know gas things like that,3,fluent,99,268,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,94,B: And we had squirrels in our attic when we first moved in because the roof was so sorry,987,23520,B: And we had squirrels in our attic when we first moved in because the roof was so sorry,B: And he was like oh my God <br> he says looks like a bunch of spaghetti up there,,,,,,,,B: And we had squirrels in our attic when we first moved in because the roof was so sorry,3,fluent,89,61,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,93,A: He's one of the uh,975,86586,A: He's one of the uh,A: What the heck was his name <br> I'm trying to think,,,,,,,,A: He's one of the uh,3,fluent,75,257,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,57,A: Oh well we made guacamole that I would take to a pool party across the street the other day,543,1938,A: Oh well we made guacamole that I would take to a pool party across the street the other day,B: Yeah <br> yeah,we,PRON,CLOSED,I,PRON,CLOSED,3,A: Oh well I made guacamole that I would take to a pool party across the street the other day,3,error,99,304,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,33,B: Sweating with the oldies,259,11198,B: Sweating with the oldies,B: I can't even think of the name of it right offhand with the oldies <br> A: Oh the SWEATING TO THE OLDIES ,with,ADP,CLOSED,to,ADP,CLOSED,2,B: Sweating to the oldies,3,error,82,242,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,35,A: I'd like to know for instance when I say uh plastic all plastic what kind of plastic can you put all together,283,62948,A: I'd like to know for instance when I say uh plastic all plastic what kind of plastic can you put all together,A: and I I think that's a shame <br> they need to do a little more,I,PRON,CLOSED,they,PRON,CLOSED,8,A: I'd like to know for instance when they say uh plastic all plastic what kind of plastic can you put all together,3,error,82,290,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,89,B: And it was trying to rain which seems strange to have it raining in July,927,17192,B: And it was trying to rain which seems strange to have it raining in July,B: And it just tried to rain <br> I mean I was coming in from my car just a few minutes ago,,,,,,,,B: And it was trying to rain which seems strange to have it raining in July,3,fluent,77,255,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,58,B: But he grades I haven't seen them yet,555,15265,B: But he grades I haven't seen them yet,B: Well Eric seems to have quite a few nights where he doesn't have any <br> so that's interesting,he,PRON,CLOSED,his,PRON,CLOSED,2,B: But his grades I haven't seen them yet,3,error,78,267,uncorrected,FALSE,n/a,n/a,TRUE
ac665275b44dd03a38f303f07dba6bcc,62,A: And that's okay for weekend,603,42148,A: And that's okay for weekend,B: This is nothing like cats <br> A: You can walk a dog,,,,,,,,A: And that's okay for weekend,3,fluent,88,98,uncorrected,FALSE,n/a,n/a,TRUE
